Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Avg Packet Size,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Fwd Packets Length Total,Bwd Packets Length Total,Flow IAT Mean,Flow IAT Std,Idle Mean,Protocol
7075390249,0,0,4.407e-05,1497617.4268209666,66,0,0,0,0,1,0,0,0,0,0.000777088423995,0.0025193456756620004,0.000777088423995,TCP
7075402727,0,0,1.2478000000000001e-05,5289309.184164129,66,0,0,0,0,1,0,0,0,0,0.000777004525971,0.0025192200575250004,0.000777004525971,TCP
7075413640,0,0,1.0913e-05,6047832.859891872,66,0,0,0,0,1,0,0,0,0,0.000776920410756,0.002519094529461,0.000776920410756,TCP
7076414532,0,0,0.001000892,65941.18046702341,66,0,0,0,0,1,0,0,0,0,0.0007769448955060001,0.0025189573191680002,0.0007769448955060001,TCP
7086185359,0,0,0.009770827000000001,6754.80181974361,66,0,0,0,0,1,0,0,0,0,0.0007779322886050001,0.0025205811227130004,0.0007779322886050001,TCP
7086246269,0,0,6.0910000000000005e-05,1083565.916926613,66,0,0,0,0,1,0,0,0,0,0.000777853569005,0.0025204539751670003,0.000777853569005,TCP
7086258802,0,0,1.2533000000000002e-05,5266097.502593154,66,0,0,0,0,1,0,0,0,0,0.0007777696330430001,0.002520328385022,0.0007777696330430001,TCP
7086287451,0,0,2.8649000000000003e-05,2303745.3314251807,66,0,0,0,0,1,0,0,0,0,0.000777687337756,0.002520202325995,0.000777687337756,TCP
7086300362,0,0,1.2911e-05,5111920.068158934,66,0,0,0,0,1,0,0,0,0,0.0007776034384570001,0.002520076772959,0.0007776034384570001,TCP
7086310615,0,0,1.0253000000000002e-05,6437140.349166098,66,0,0,0,0,1,0,0,0,0,0.0007775193221320001,0.002519951309946,0.0007775193221320001,TCP
7086320388,0,0,9.773e-06,6753299.907909547,66,0,0,0,0,1,0,0,0,0,0.00077743501501,0.00251982592914,0.00077743501501,TCP
7086330354,0,0,9.965999999999999e-06,6622516.55629139,66,0,0,0,0,1,0,0,0,0,0.000777350831,0.0025197005349060003,0.000777350831,TCP
7086339270,0,0,8.916e-06,7402422.611036339,66,0,0,0,0,1,0,0,0,0,0.0007772665608530001,0.0025195751910020003,0.0007772665608530001,TCP
7086349601,0,0,1.0331e-05,6388539.347594618,66,0,0,0,0,1,0,0,0,0,0.0007771825183760001,0.002519449801844,0.0007771825183760001,TCP
7086392823,0,0,4.3222e-05,1527000.1388181944,66,0,0,0,0,1,0,0,0,0,0.0007771019977960001,0.002519323387947,0.0007771019977960001,TCP
7086411917,0,0,1.9094e-05,3456583.2198596415,66,0,0,0,0,1,0,0,0,0,0.0007770188806340001,0.002519197767029,0.0007770188806340001,TCP
